ID,[Area] Sample127,[Area] Sample128,[Area] Sample129,[Area] Sample130,[Area] Sample131,[Area] Sample132,[Area] Sample133,[Area] Sample134,[Area] Sample137,[Area] Sample138,[Area] Sample139,[Area] Sample140,[Area] Sample141,[Area] Sample142,[Area] Sample143,[Area] Sample144,[Area] Sample145,[Area] Sample148,[Area] Sample149,[Area] Sample150,[Area] Sample151,[Area] Sample152,[Area] Sample153,[Area] Sample154,[Area] Sample155,[Area] Sample158,[Area] Sample159,[Area] Sample160,[Area] Sample161,[Area] Sample162,[Area] Sample163,[Area] Sample164,[Area] Sample165,[Area] Sample168,[Area] Sample169,[Area] Sample170,[Area] Sample171,[Area] Sample172,[Area] Sample173,[Area] Sample174,[Area] Sample175,[Area] Sample178,[Area] Sample179,[Area] Sample180,[Area] Sample181,[Area] Sample182,[Area] Sample183,[Area] Sample184,[Area] Sample185,[Area] Sample186,[Area] Sample189,[Area] Sample190,[Area] Sample191,[Area] Sample192,[Area] Sample193,[Area] Sample194,[Area] Sample195,[Area] Sample196,[Area] Sample197,[Area] Sample200,[Area] Sample201,[Area] Sample202,[Area] Sample203,[Area] Sample204,[Area] Sample205,[Area] Sample206,[Area] Sample207,[Area] Sample218,[Area] Sample219,[Area] Sample220,[Area] Sample221,[Area] Sample222,[Area] Sample223,[Area] Sample224,[Area] Sample225,[Area] Sample226,[Area] Sample229,[Area] Sample230,[Area] Sample231,[Area] Sample232,[Area] Sample233,[Area] Sample234,[Area] Sample235,[Area] Sample236,[Area] Sample239,[Area] Sample240,[Area] Sample241,[Area] Sample242,[Area] Sample243,[Area] Sample244
name,y60,y48, y33,w36,g13,r110,b18,PW,y60,r110,y60,b18,g13,w36,w36,b18,08A529,04LO73,03LO50,04LO60,12LO75,13LO82,08LO29,12LO38,08LO24,10LO33,04LO73,03LO50,04LO60,2LO75,13LO82,08LO29,12LO38,08LO24,10LO33,17RB16,17RB16,17RB35,17RB35,17RB61,17RB61,17RB68,17RB68,13CLM14,13CLM1,13CLM2,13CLM7,13CLM8,13CLM9,13CLM10,13CLM11,R6,R7,E14,E15,E16,R2,E20,E11,E13,E16,E14,R5,295,39,17-2,17-4,17-3,gigi,46,47,48,49,50,MT-5,3728,3730,830,10206,10207,10208,10211,10216,10217,10428,04LO49,05LO53,11LO40,11LO44,13LO02
class,Chronic,Chronic,Chronic,Negative,Negative,Chronic,Negative,Negative,Chronic,Chronic,Chronic,Negative,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Negative,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Negative,Negative,Negative,Sample
128.0836a2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,9597.009,0,0,1176896.595,0,0,650676.4408,0,443386.8999,0,1079834.731,0,0,0,0,2029891.034,0,0,0,0,434918.1641,1495283.709,53705.88208,182378.0759,152939.088,496975.1227,1319559.404,272170.7885,139338.4712,886331.6017,46708.83574,0,0,0,0,0,0,0,1508329.338,3904987.505,1480286.054,2148186.796,2893183.9,1624914.955,4917163.123,6531260.092,2796839.114,538134.1642,0,993854.3276,265794.4974,0,0,0,0,0,0,0,0,0,0,0,2212070.244,3752049.303,363429.1512,1610301.226,3498296.733,1731481.131,1011439.749,2529758.881,6174562.182,1643686.361,442511.2992,0,459971.4426,1537700.853,0
426.278a1.85,45392.54708,181372.9199,40884.51545,0,53418.17512,51272.66526,67870.36531,39937.3385,87276.96715,79548.16508,93401.39889,45421.53135,41262.98684,62967.73051,37036.59433,0,243346.4207,43807.88986,46569.00756,138405.5643,40162.32195,66322.49597,57821.56136,53407.1225,67923.68641,40812.01191,28413.00403,21552.92133,420248.1536,64729.33902,19032.68592,25120.95802,111379.9086,80447.73424,98462.72804,46525.82781,0,85002.05169,44801.15188,196908.5706,0,54466.87123,0,0,0,0,0,0,23641.10427,43184.95999,0,40040.11141,0,270484.4561,57521.23508,0,32840.99853,0,0,78016.61458,0,76911.44285,0,56304.88598,22431.72387,80695.43951,31769.76826,67539.80198,5176.299649,36051.21945,0,23544.0884,43075.63491,60356.49157,25384.77615,0,51954.61328,0,0,0,70048.4064,21880.11351,57410.63977,54469.77431,126505.4019,0,0,0,64227.07201,0
484.305a4.66,25454.07279,19941.3365,443398.4632,1176150.683,1098976.762,957535.8233,521612.5505,737026.086,476023.5004,1306459.589,1109893.796,312635.7012,354253.4328,187216.9339,928648.0619,413574.5614,262888.2123,988166.6284,495899.6903,375994.3955,264872.0543,553700.2281,2543806.828,379371.8062,1186622.139,458912.4987,440786.6324,509276.6729,461001.4656,606555.5511,250758.4837,467928.6124,707340.2332,963421.1571,309591.5295,217225.5116,501269.1289,329761.8696,518389.431,732750.5167,513492.8539,417364.8243,536304.0184,4923196.248,2099449.259,2572030.494,3314141.675,2294284.98,1907835.32,958001.921,2253745.314,408772.8548,2308368.824,1900742.856,1203886.858,3361168.481,710337.3829,2227026.419,1776119.952,1242417.455,1087757.874,2171676.783,1755136.102,1009632.632,592275.9608,411208.6636,568003.8629,653357.0587,287260.0776,667096.2072,317139.4211,339826.9059,315571.2642,312540.0245,385177.3558,501640.8999,557165.2445,342704.983,586558.2594,821751.653,592804.3491,336302.6383,353224.8291,533923.1018,513858.5296,415237.1576,210972.7665,577437.957,389382.4976,479875.2108
368.2372a1.54,0,21902.93494,41664.86251,44614.82608,26347.59929,37376.94588,32486.87484,0,36241.29199,13722.64228,34190.69598,26426.08043,14236.29892,26868.01907,51624.91358,25866.71723,489789.2859,122857.0507,53521.27183,470093.6239,64882.30363,74484.42658,113054.2923,908316.2013,129616.266,94750.40341,0,71062.21542,1508132.202,0,19216.6922,60470.79551,15691.53754,202853.1961,808574.102,37912.42223,255821.2851,119147.0374,307320.9983,617207.9461,226458.1046,57570.55925,344559.3621,7330.3262,53378.46538,75235.6925,25097.9849,48716.09697,16264.77959,23488.78833,22200.83414,1294910.57,3985084.142,2258056.123,1783392.265,970546.1285,5370292.767,6408314.709,9597780.361,4158348.79,338100.2384,28693.36735,1746557.402,276741.555,57859.84381,27862.82791,26907.37739,19206.0736,10490.86149,0,36210.30015,31780.95542,20380.68101,24996.63491,64496.39509,1350372.638,1827579.381,157389.3573,1025206.117,2149707.557,1894246.123,535366.2057,2135044.877,3545661.88,1895484.308,623993.069,62069.64945,158891.0609,1052056.42,24412.15454
252.1547a0.92,0,0,401140.915,1052539.731,1057725.56,889812.6643,418509.0419,597402.9522,405240.4861,1219003.375,967364.3659,270530.5333,318764,156685.5572,820084.3618,312915.0717,338922.0587,1009627.572,465060.5201,354568.1276,282101.636,625102.6083,2712468.78,405421.1542,1228818.042,475575.5635,448611.2825,491624.4048,532508.3913,628162.438,272766.6255,469348.6376,682236.2963,1071036.073,354868.0331,207035.2796,573361.3703,363369.9751,589737.0612,893113.1326,561121.1932,422352.6749,630096.2976,4711076.642,1933958.348,2347577.583,3125877.01,2164278.812,1612128.218,835385.0792,2158503.696,438444.6602,3823165.444,2831120.717,1915342.652,4781730.241,738167.5916,3140699.301,2787005.659,1823141.107,1042303.355,1969219.921,2350813.919,1576974.35,555545.7085,361218.2575,524339.0022,664512.9337,282288.9075,588572.2045,274299.5212,293098.1867,267166.1851,257376.0084,334213.1534,441297.099,608974.1615,333986.5125,615943.0337,790310.8825,604878.5872,370496.4075,409252.0169,592615.4691,530861.6761,479419.2463,213891.4296,662903.6101,502589.8207,505087.5034
288.196a2.95,83272.97552,65276.26667,110666.8485,386260.5769,451410.3329,274690.0974,185249.2785,269688.8701,178811.6921,197252.5408,273188.0532,134505.0501,128280.7251,208642.8326,159764.7099,119326.8161,108418.2124,454216.1076,267811.5178,240383.7266,153942.2224,228482.2579,1162978.115,312766.4165,587939.7304,296294.1388,193171.3771,241484.5075,257415.3844,236513.7345,167401.574,213938.8441,173960.4241,392625.8672,175306.8624,169375.5135,286691.8431,166655.7054,317168.467,464289.9756,370478.2197,274856.816,492622.1603,1656409.073,696848.4074,581424.9837,1035530.516,819920.3603,653775.3027,290261.0189,807275.0916,283026.5429,6126189.989,3830479.586,2545785.857,6414108.373,676135.877,4202885.702,4446573.302,2618444.022,440993.2459,689487.6955,3075467.496,2083527.719,210302.452,120265.4848,145685.5715,185821.0449,211524.7853,177358.5365,77000.58582,106679.1927,99857.64325,109032.3277,124831.8943,254394.9543,380905.6123,208032.832,356968.1901,507554.9238,311905.0862,242245.4063,273742.3776,405233.4434,275071.613,375985.9836,111841.328,358273.9624,379627.6898,189907.0892
203.0525a0.42,37145.43106,166177.1718,263043.7873,690685.5906,807175.1221,508484.2084,347759.367,411035.249,242864.4457,322423.2388,662479.9887,188248.6786,207814.0228,146959.1979,544405.9222,244547.6811,333665.464,865718.7987,326491.9269,329203.8135,218875.1368,516479.0024,2150428.136,411517.6447,1003864.754,497436.2814,369648.4242,373190.2792,527701.8292,439666.1821,278333.0219,374372.8968,460210.9075,930131.5198,361417.8005,179552.4478,441355.3385,320696.2204,374717.2959,489190.4771,463053.9337,312278.4258,401146.4879,3050474.205,1266445.606,1705147.808,2183314.585,1522049.629,1111308.887,549318.1776,1509227.928,456731.6132,5915506.072,3538527.558,2494140.061,5064796.398,811373.6066,3572606.367,2459929.723,2418137.078,665775.2485,1166300.695,2714896.848,1940059.221,271319.3804,257499.2063,333684.5937,412180.665,205968.8741,408311.8602,194345.7133,174582.9526,187182.9757,204865.3698,247288.8571,338743.9724,633221.2197,313938.7773,433892.183,719631.6995,402315.1157,366374.7355,386715.3497,535906.5624,496562.8665,495137.4327,167995.9306,624554.8568,558623.1764,370460.9643
208.1299a0.72,961934.2758,1377844.573,975462.1732,2367118.004,1758759.616,2055118.845,3461264.243,2201230.554,1468727.671,1885695.711,1057207.991,1659966.419,2111166.938,1362573.021,2191676.364,1285474.008,770321.9351,923437.3102,795438.3936,673094.3235,650486.3946,1267431.99,418455.3764,417169.1407,910369.6053,1022382.271,547689.6544,1091713.794,997195.1207,405586.4362,302030.6385,820276.7214,2744786.312,1469147.583,877046.598,659172.2342,558681.8265,3112507.919,5369808.221,3142031.566,5942947.213,1249370.954,2383919.537,303299.6946,774439.3204,485304.413,350946.6233,1046568.855,669450.4004,595764.4151,993307.8002,712268.6612,831877.3197,192378.6139,557536.6404,511368.399,4623302.491,600252.5387,255182.1755,1237415.74,2325124.746,3778231.438,1270827.65,2769101.671,180467.0495,665733.8014,2007830.023,2981720.099,162566.7351,6700889.022,4463904.237,3106841.699,3860296.405,3665187.526,2069109.091,3447443.649,3628097.997,3278938.681,3468153.34,2417689.874,1970644.595,2149463.621,3981468.077,2015803.399,2363661.13,827838.0332,287600.4985,745544.1918,789987.9915,133437.5217
302.2105a3.23,1943513.027,6089193.291,707837.5596,1189401.948,780301.362,2310304.803,1341221.736,1614698.095,2179563.862,9641.415565,2791216.069,1840642.387,727623.6835,638835.307,1254971.47,1085143.614,537259.6179,3733319.183,1842065.424,2901889.313,2350113.739,2758430.681,894192.1046,1065213.388,1232987.066,2003196.662,2515035.276,2136745.904,2765468.521,2182616.133,1293105.403,1308012.942,1723337.777,1360342.279,595624.0438,328738.5642,2171758.818,510902.8733,1382818.805,730212.8859,681285.2039,772008.8111,864344.1729,774865.3202,252651.781,1488215.423,789866.8867,751184.9103,143443.5787,644201.51,1056577.189,3568863.262,4007103.961,2911548.45,1694854.261,1512007.655,4678325.532,1284662.985,1601772.137,1453283.674,633174.1722,1587279.99,2292917.072,1687299.948,1094456.235,279957.2366,788495.7919,172253.2591,0,376462.0507,143776.667,316107.3041,154720.8362,173134.2906,558824.2749,1211528.179,1017218.456,1629281.309,1119793.041,4165249.027,1635828.076,1827669.128,985178.6085,1457851.507,787460.5443,1454221.655,1459190.132,952562.6685,1777803.377,940677.8178
165.0793a0.53,34902.12998,40734.46962,224006.1832,502032.1036,524360.7429,390175.0461,276426.6915,357183.8438,461191.1331,830528.6869,637219.5603,146867.774,185585.3353,131938.0993,458997.2991,212297.3053,3079097.32,250514.7281,247513.883,1053412.235,131795.8382,772013.7868,621788.1691,4445685.646,358353.8914,317633.1502,136812.9805,163129.2306,7113667.6,186935.4013,78124.28262,140157.3962,256457.0179,3499152.78,2544830.039,1489673.343,1047681.524,1388206.329,6815809.881,11180137.63,4242207.4,1492276.904,5336558.986,720420.982,414800.4229,591683.9081,620762.7822,420658.7778,482398.0946,176423.925,389966.359,6367133.906,12772405.42,9331793.117,8016161.296,13095558.42,6742624.996,8085987.832,11177124.87,6639424.411,3937119.817,1026432.466,5950213.861,3388946.206,182780.2408,213235.3119,602936.4674,313760.4271,280026.9102,328419.2405,177052.5983,160290.4899,165357.4129,163591.9499,246632.6656,4406859.019,5236029.736,742109.0328,3247467.456,5631902.239,4366039.283,2647377.591,4162411.298,5285319.934,4231854.403,2977941.647,140912.9333,1592880.965,5088292.997,121494.1569
250.177a1.51,20500.63592,0,0,0,0,0,0,0,0,0,0,0,0,18265.0476,0,0,0,44544.29479,0,0,0,0,0,0,9048.96997,0,6787.837307,24312.37968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18262.19436,0,19924.56121,0,0,0,0,0,18554.02217,0,0,0,0,0,0,0,16999.57345,3169484.849,0,3743729.649,54950.34052,246420.0762,428524.9115,4913.608865,0,2642.110509,0,0,0,0,0,6227785.203,0,0,3076032.135,0,3045877.396,0,4772.55573,0,0,0
75.068a0.41,1216895.511,1184968.605,720964.4012,985383.5225,1465491.253,995507.9851,1346046.905,1474415.831,1248213.804,849102.73,991019.2879,1089673.184,1166622.841,798870.6453,923678.2782,698730.0424,654031.5576,1608156.849,2054374.481,957475.631,855828.805,1067687.515,2642114.53,758443.7107,2049162.834,1770510.685,1144459.1,1229954.972,1064103.908,1390457.731,754054.8662,1327494.718,1084417.441,1037276.908,619132.0762,644767.3335,981223.1791,666127.8149,747480.8426,1060830.377,883167.642,713355.6925,955037.9593,4228362.359,2456603.276,2959696.087,3883709.266,2945057.178,4728138.477,2439982.866,2478909.832,607073.9935,986810.7625,1229796.654,859219.6035,2121402.658,1368763.577,1007406.115,1227382.7,995744.1511,562058.9737,3788606.334,1299581.103,752109.0052,1440107.141,983022.5883,982073.1837,1312522.436,3297361.385,1689031.59,912142.9685,959516.4484,791667.5119,695955.0859,1238185.099,309381.1435,703330.5979,668738.4624,1001589.831,703046.2053,726318.5644,807798.6863,658944.1681,734150.6386,649206.0727,633389.0327,581699.4655,504545.0154,590007.7197,711899.9803
308.2176a1.89,0,0,31865.29657,83885.61685,24454.60736,31586.45044,23721.31354,17968.03143,31169.96683,0,18719.34825,19635.67888,18720.7285,12959.3331,25741.95397,25471.62352,748798.1712,42737.54507,72955.02776,3076700.496,24626.31391,214280.3736,46090.9237,603544.1416,57026.046,44264.98134,49371.11467,36374.67834,1277447.497,34453.41911,10969.82758,33071.28052,37080.07735,163341.7028,1835893.728,44018.86277,88461.78246,87816.56041,139961.4428,294339.4449,69707.93536,44719.44708,156275.0905,81000.91065,92524.12812,125763.1328,103372.2323,59909.91812,21711.38465,8459.479428,28855.10677,662602.4469,2472247.624,1593399.865,830436.8881,538055.6412,179060.0839,5739464.681,4077005.9,1801086.07,241236.5664,74593.20573,429853.5824,98606.08841,31421.27663,19870.01874,22658.04336,14425.2842,0,42986.67817,45518.40363,24697.57168,36078.19082,30585.8696,33704.56128,1408253.579,1729842.454,64799.78119,931628.5028,2812442.446,2310696.769,1056044.505,3061512.428,4557987.942,1155480.213,1206116.884,38182.51838,298242.0878,763990.2071,24108.57564
442.2601a4.07,647516.6526,607279.7629,691403.6936,905200.3912,712856.8486,529860.5425,1020850.422,919783.0332,646393.8786,611588.4985,678821.7081,564136.1298,561731.8798,685105.0885,848847.7385,418343.7853,374540.4585,1096032.096,901208.7523,579971.5563,645061.9733,514604.4108,1286806.152,663634.6034,999856.1294,780533.6709,506723.5959,865557.1131,572206.7747,695039.6993,413764.1228,679352.4813,523451.9581,513752.0463,534654.0199,363148.0941,639181.1387,360474.71,489439.2328,665120.7289,583076.8912,668731.0681,557829.952,2770997.194,1495426.263,1724728.388,2349118.282,1791578.384,3147180.206,1803513.739,1313962.605,455532.4305,600694.5525,616348.0207,479189.6626,1288332.776,838317.4242,424874.8899,608906.5455,616708.6072,582386.5134,1599881.399,556450.3273,474122.7298,803108.5039,511946.4971,750749.3908,1054883.543,1891284.694,841766.3509,415444.1443,430161.8919,530814.7986,524299.9909,529810.3788,354064.1057,720757.7236,447774.2874,459613.8266,643782.0067,483581.3458,405769.3286,377874.595,433238.6242,478217.0894,435547.1464,426547.6217,326614.8558,450824.0927,382197.0781
596.3562a4.12,105098.3885,113635.1697,207038.36,487934.5318,422748.4175,368804.4274,336630.4356,346970.4147,257808.1154,469237.918,455963.7926,181574.3671,210061.2804,112222.7604,359944.8284,217193.402,136795.9814,627474.9125,260666.163,213373.3507,140778.8793,266506.3696,1469156.892,161785.002,611971.0869,317110.2304,278963.1568,274170.2409,189688.0374,360275.0603,150546.8458,289935.1979,298831.2883,327401.8405,141045.123,95929.55631,238945.3457,157164.5898,249261.3677,252241.3514,238855.54,199541.2388,204123.6867,3630364.204,1507094.641,1875050.276,2631829.191,1883498.553,2531191.032,1334861.243,1618887.535,171503.3305,397739.0406,457808.4913,252448.8693,750800.3346,193626.5827,506006.0623,330991.1299,315579.3982,384165.4699,1029611.403,421003.9866,236014.5805,445228.1108,186942.9256,221722.5176,181841.0771,262906.0806,297356.2001,157742.8622,167629.8626,207081.2601,162402.4771,211668.8991,180424.599,209097.7168,150636.2348,258206.471,300282.8949,213383.2433,162346.135,153083.2709,171001.5408,211938.5142,177490.0324,122011.3121,202609.2295,141726.3749,291885.923
515.3648a2.38,0,9242.657227,0,0,9460.014535,0,0,0,0,0,0,5900.666616,0,21374.94261,0,0,3664820.664,0,11906.24283,3329818.944,0,778106.4327,12458.74621,2116721.332,43964.3737,0,0,0,6020383.155,35117.83065,14313.7086,16668.24667,0,531017.9191,2195440.518,429377.6034,102528.4985,818336.3569,465747.3395,1573263.537,436161.3726,124195.81,735729.7493,18014.22231,9994.427613,0,10751.55256,10677.29418,11009.02592,12152.22031,5502.586928,1443978.382,3688714.851,4459666.474,1968582.963,1571272.714,72539.77871,4135520.656,4829405.466,3141347.351,779911.3608,110246.3104,1636183.51,242340.8161,62238.41073,50257.30974,45988.21179,0,0,3307.402621,0,8645.376384,13250.90484,0,0,2076540.822,2587277.589,221535.1214,2220742.993,2615723.473,2783692.215,1955358.083,3498125.541,4355007.744,2475195.57,1089321.404,66795.05475,621726.2256,1412646.527,34765.94645
1053.7354a4.08,0,0,244945.9459,738426.9787,640151.7165,553406.2711,318420.0469,451766.024,286326.2588,757053.9491,654488.2891,192469.5048,212903.5891,119232.7632,478866.6786,259730.6897,146451.3023,722450.881,298601.4097,229922.048,166399.2802,319753.1652,1922198.729,181605.0736,790167.9654,291187.4809,306856.2605,350640.4437,229965.1179,422602.081,169079.4967,317976.528,460343.375,528385.813,165590.6267,130373.3803,276729.5286,203618.1908,304695.4241,362873.6923,299356.8928,219723.5518,271450.5385,4337572.093,1930801.916,2341969.192,3181356.94,2215152.13,2617974.584,1344777.577,2014479.221,186808.2589,705912.5042,754936.1536,393209.8144,1295921.204,379203.9092,1084077.92,573368.6324,548656.291,577570.1302,1516270.314,800734.2304,394045.4586,485718.1239,213800.8933,273294.4688,198156.6361,162387.0291,349281.8903,177672.7346,180686.8336,190918.2798,167842.0217,227444.5843,225204.5504,259391.5611,176818.6771,320948.4269,423956.3575,373233.2095,201287.8228,196401.7921,251517.0729,266122.8469,233158.9631,130141.9108,297654.1882,196677.1161,363916.8281
136.0382a0.43,16713.39489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259409.9578,0,0,1108472.904,0,812562.6582,0,687300.2831,0,0,0,0,2175187.07,8378.294734,0,0,0,556774.092,1664675.941,817952.9859,2846709.704,1046812.552,1215127.362,244574.8775,742729.1354,62587.38339,204411.7062,0,0,0,0,0,0,0,0,308875.4192,250460.2206,720752.7544,209383.9857,324293.05,0,1907992.528,341325.3301,535515.2277,2422760.087,33618.83591,214503.1054,558217.369,0,32204.77732,16693.04517,0,0,0,0,17276.95695,0,0,0,239887.2083,290213.479,1969130.901,588173.8569,2890177.143,301786.2608,2975208.682,655664.0271,0,712758.6559,822149.2462,2467.366234,645808.7503,1048998.678,4815.098665
1009.7108a4.11,334654.551,1023809.255,372183.0187,426089.7122,212488.8388,512235.9465,559451.35,1125081.636,362910.2472,2595534.886,291559.4839,287484.8786,461450.6457,103724.837,325777.1224,179715.698,386490.079,538176.8867,462658.9568,75222.55663,100183.7216,204680.5714,236593.5217,162375.0894,357471.695,312674.5114,291330.9594,196137.6018,157605.8658,224157.3572,41764.47576,293876.2604,292481.8612,400203.7792,246018.3063,399982.7034,975913.7212,856664.9708,1049202.703,2899979.317,1545022.763,1534034.019,2528914.553,553573.869,1248557.284,929685.9232,424928.6868,274563.5817,543880.7885,222010.5648,813186.5469,219472.1922,387771.4077,224934.7046,233358.0275,605104.5635,416210.5339,340208.6818,143504.1335,389649.9585,1163217.367,1750591.942,1154370.305,1837658.78,240803.5843,302018.8833,653351.2179,791051.1405,141350.9764,323019.0962,339218.5604,139725.5308,354439.2002,255612.7235,236638.288,848306.478,1466832.91,364991.0127,1702073.997,2174707.72,1501082.178,1576854.706,1440332.331,1415825.161,1513910.665,272248.7445,238987.8914,310054.4965,259269.5261,164103.8557
370.2205a1.09,55035.71266,54801.44485,39315.72085,34341.11911,94962.12813,44220.70403,57773.31266,81949.18292,41378.86857,16687.52786,67935.22533,42196.13393,45610.80223,40438.04241,38853.70473,43006.4615,29876.11521,51012.69042,45028.30615,48950.91961,39562.54608,74313.84678,34275.03557,40890.27348,56877.8805,81358.31746,29342.25127,34069.0878,48815.48152,40511.39865,30937.39745,30022.84862,44099.05087,31548.09938,22856.31116,31092.10555,30475.73894,32609.11939,4331046.984,45646.27565,47825.62317,46728.28391,26187.36811,25128.64142,42984.20435,47467.66687,31020.52039,33534.26809,37015.38246,30410.18059,28859.09184,55071.47388,25267.98924,76285.04291,28283.56314,36493.66878,19667.9891,16909.02115,26072.76814,26589.84238,26374.58798,74042.86001,30061.06762,25839.71694,35684.73387,36286.97234,57745.47827,50734.09398,95921.22414,61455.04453,36957.02228,40108.26166,37532.30509,46403.92688,53476.59286,32011.37752,73642.30194,27686.94549,34450.60109,36027.11981,22125.38131,15922.30726,16673.99551,18538.7639,18938.52668,20202.596,21328.05466,19096.05783,19968.22305,11456.53578
