ID,[Area] Sample003,[Area] Sample004,[Area] Sample005,[Area] Sample006,[Area] Sample007,[Area] Sample008,[Area] Sample009,[Area] Sample010,[Area] Sample011,[Area] Sample012,[Area] Sample013,[Area] Sample014,[Area] Sample025,[Area] Sample026,[Area] Sample027,[Area] Sample028,[Area] Sample029,[Area] Sample030,[Area] Sample031,[Area] Sample032,[Area] Sample033,[Area] Sample036,[Area] Sample037,[Area] Sample038,[Area] Sample039,[Area] Sample040,[Area] Sample041,[Area] Sample042,[Area] Sample043,[Area] Sample044,[Area] Sample047,[Area] Sample048,[Area] Sample049,[Area] Sample050,[Area] Sample051,[Area] Sample052,[Area] Sample053,[Area] Sample054,[Area] Sample055,[Area] Sample058,[Area] Sample059,[Area] Sample060,[Area] Sample061,[Area] Sample062,[Area] Sample063,[Area] Sample064,[Area] Sample065,[Area] Sample066,[Area] Sample069,[Area] Sample070,[Area] Sample071,[Area] Sample072,[Area] Sample073,[Area] Sample074,[Area] Sample075,[Area] Sample076,[Area] Sample077,[Area] Sample080,[Area] Sample081,[Area] Sample082,[Area] Sample083,[Area] Sample084,[Area] Sample085,[Area] Sample086,[Area] Sample087,[Area] Sample088,[Area] Sample091,[Area] Sample092,[Area] Sample093,[Area] Sample094,[Area] Sample095,[Area] Sample096,[Area] Sample097,[Area] Sample098,[Area] Sample099,[Area] Sample102,[Area] Sample103,[Area] Sample104,[Area] Sample105,[Area] Sample106,[Area] Sample107,[Area] Sample108,[Area] Sample109,[Area] Sample112,[Area] Sample113,[Area] Sample114,[Area] Sample115,[Area] Sample116
name,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,11AS14,11AS10,11AS13,11AS12,11AS07,11AS09,08AS37,08AS26,11AS14,11AS10,11AS13,11AS12,11AS07,11AS15,11AS04,11AS03,15LO25,13LO12,11LO44,11LO40,05LO53,04LO49,16TU44,15LM54,15LM53,16BR81,11LK36,11LK32,11LK33,11LK30,11LK26,17TU493,99L09,99L09,14LO83,05L068,01LO34,17LO74,04LO58,04LO12,02LO43,01LO32,00L13,14LO83,05LO68,12LO46,04LO74,04LO58,04LO12,02LO43,01LO32,OOL13,15BB68,14BB17,14BB03,11BB35,06BB12,g13,y34,y33,g13,w36,y60,y48,p9,r110,w36,y60,r110,y33,y33,y48,r110,y33,b18,p9,g13,b18
class,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Sample,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Chronic,Negative,Negative,Chronic,Chronic,Sample,Chronic,Negative,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Negative,Negative,Negative,Sample
year,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2014,2014,2014,2013,2014,2014,2014,2014,2011,2011,2011,2014,2011,2011,2011,2015,2016,2016,2016,2017,2013,2016,2016,2016,2016,2011,2011,2011,2011,2011,2017,2012,2014,2017,2017,2012,2017,2017,2014,2013,2014,2013,2014,2014,2017,2013,2013,2013,2015,2012,2013,2015,2014,2014,2015,2014,2016,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
698.8136a4.32,5311.33,2423.5,17576.17,7085.65,8384.87,16345.17,14502.92,9530.77,8675.5,10142.29,0,246.6,2079.74,0,0,13913.27,0,0,0,9309.35,3201.26,0,2936.77,7450.62,4523.84,1291.41,3898.21,460.42,4738.73,0,0,1910.53,12446.25,4363.9,8311.75,8303.98,2932.24,1003.35,0,1784.29,1591.68,7457.14,0,4490.14,8293.61,2729.74,6794.33,11603.54,4852.73,9883.64,4872.63,3083.74,5019.41,1992.43,5898,2080.31,2855.36,36145.18,2238.78,6698.76,3437.58,5679.59,8235.86,3811.25,3952.58,10674.77,4089.85,7418.42,5794.64,7259.35,0,0,0,0,7666.05,0,0,0,0,0,0,0,0,0,0,0,0,16237.01
626.7558a3.61,10646.14,0,7770.32,0,9266.65,8732.91,0,5682.88,0,7254.23,0,0,18823.93,4716.56,4788.7,11315.66,4117.87,1850.93,0,11403.28,0,2518.45,4586.52,9690.87,9942.2,0,2341.24,715.81,5427.71,646.47,0,18343.4,26172.41,5519.76,14169.49,7021.93,5134.82,1073.11,1073.32,4858.58,3711.94,6452.84,5643.27,4066.81,4844.77,3729.26,0,5448.27,6235.63,7840.75,6029.25,3445.08,1738.6,1303.64,4776.66,2153.17,6149.31,25333.99,2477.16,4523.98,2613.87,3098.93,8907.99,2940.21,5212.4,4674.67,3813.57,9913.56,6529.15,3831.89,0,0,0,0,6792.98,0,0,0,0,0,0,0,0,0,0,0,0,15268.02
788.4997a4.6,5351.24,0,11987.67,3525.74,7154,11707.76,7590.46,2481.96,6783.28,5348.04,12413.52,514.36,23759.69,10502.69,14915.45,56857.02,7544.35,43242.39,14617.89,26888.41,18938.74,2641.54,6667.9,14566.56,6581.4,7300.33,5137.16,792.81,4333.06,7530.84,306.6,13344.49,87887.59,14402.75,22246.04,37915.67,21539.9,4671.23,11357.74,7947.44,21310.59,10977.13,0,32053.49,217842.15,18574.03,0,69110.1,139554.51,16089.6,19199.2,34167.5,0,8024.07,0,5713.12,45734.44,0,3372.33,5418.31,0,0,33311.18,7508.48,17823.39,17207.09,6011.94,0,14681.99,0,0,0,0,0,0,0,0,0,0,0,1993.65,0,0,0,0,0,0,0
612.0904a4.01,4249.25,2544.89,11566.12,5717.25,6027.86,6790.82,9063.75,4473.77,5582.01,5981.98,0,0,2744.04,0,0,9287.16,0,2647.89,2834.84,6879.08,2571.39,1726.19,2183.62,4752.81,2559.27,923.93,1273.11,324.61,2983.66,0,0,3643.99,5764.24,3320.81,5010.03,5022.45,2209.26,729.95,810.49,1073.51,1648.05,4213.62,0,3390.74,3618.98,2396.47,0,2259.89,2979.22,5408.49,3257.62,3550.61,0,1133,3633.78,1503.09,4166.11,17404.54,1272.25,3496.91,2355.63,0,4987.69,2333.53,2839.93,3486.31,2123.39,4652.71,4040.56,2789.53,0,0,0,0,3165.18,0,0,0,0,0,0,0,0,0,0,0,0,10354.14
248.0624a0.65,17144.45,13186.52,9408.62,14613.64,9556.35,8965.99,11230.63,15425.04,9142.84,8601.16,0,404.96,0,2368.23,48942.57,20132.13,4342.48,16982.17,2898.89,29546.26,5533.12,4454.16,2660.87,3363.46,1899.97,781.05,928.29,0,0,0,0,11863.83,2564.45,1978.65,3877.6,4701.69,4095.83,0,2019.23,1439.81,0,2750.54,1788.44,2895.2,0,0,7921.07,0,0,2337.2,0,0,0,1116.13,1912.1,923.85,0,8873.43,1394.69,0,1779.21,0,0,3913.79,13586.65,0,2659.06,2416.79,5940.96,0,5521.84,5488.06,7135.2,2961.81,0,0,5718.34,2753.91,0,0,0,2345.79,0,2093.89,8419.63,32632.41,60911.86,43714.63
624.3861a4.48,25325.09,0,21356.86,10958.88,30219.08,15345.46,38568.02,11027.38,50092.57,22409.37,739550.61,48637.52,2771016.73,638671.85,1363114.43,1915006.89,665641.6,2741163.86,776416.99,2667614.05,999302.16,231579.88,407397.69,1494884.84,330362.4,153832.64,356864.83,90967.91,26798.13,98225.46,12176.53,1506920.48,1959592.3,633214.42,1206487.68,1442274.74,1279018.81,212627.36,677788.78,567179.19,1357301.62,501763.66,0,1242193.11,1155949.41,747687.31,0,459087.47,689155,705944.91,1313798.48,2408505.19,0,485120.12,0,449646.19,3139572.28,0,71225.61,225937.97,0,0,540392.33,215276.37,1242026.66,538890.8,116320.89,0,654199.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719.4522a4.31,23074.16,0,37483.77,11923.15,32432.84,30646.57,30944.58,13096.22,20415.31,15092.48,77711.46,1862.81,165831.97,36561.01,73208.58,77452.7,23663.67,234544.66,61173.65,149744.82,87778.88,27273.9,36156.11,94989.5,27200.7,9350.21,32935.25,6395.76,3023.8,5224.68,1487.59,134033.36,857718.37,78052,143781.49,206226.46,75871.65,12115.57,37546.5,26982.62,83412.04,52302.96,0,117078.88,112779.61,83437.54,0,43477.32,65627.74,84256.24,125327.95,206994.1,0,36589.94,0,40498.08,103560.04,0,12410.11,28947.62,0,0,96438.77,31586.12,89989.13,59757.21,19882.71,0,53971.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329.1892a1.4,0,0,2158.97,0,9677.4,0,0,11144.3,0,6193.65,2128.84,0,0,34553.8,0,0,0,0,0,0,5293.14,0,0,0,0,0,9375.16,1981.65,15320.11,5481.99,1333.77,8274.11,20105.65,57539.5,45856.24,58134.74,0,0,0,2851.76,0,47777.26,4150.79,35049.13,44812.47,27951.53,0,13862.4,33811.5,43128.68,3582.83,54590.78,19061.65,14966.17,51863.15,4327.27,22679.55,14463.67,3955.28,29212.82,0,22430.77,0,77748.61,0,0,23095.04,216300.09,68471.91,14508.2,79359.63,181560.89,84204.5,22278.29,23891.9,34403.17,116736.78,64888.14,73353.86,49605.3,31977.95,18066.38,48660.55,56032.64,388431.01,165781.8,61331.88,132011.73
410.194a2.93,43259.29,52743.63,82431.27,102249.65,133514.17,42674.87,44158.37,41913.67,56946.05,39206.19,252064.42,14189.99,168336.39,14729.82,115018.64,460149.8,101845.89,429552.2,261938.93,160020.26,53130.59,34798.86,43033.53,11858.87,19175.56,13791.18,10824.96,712.1,31126.18,2462.9,0,279680.69,85589.41,4498.75,5481.91,15910.13,36639.78,15252.63,10547.52,34198.22,48009.1,7902.87,5802.77,12996.04,5316.14,0,0,3241.77,0,0,108292,24509.43,0,1655.03,0,0,40511.45,0,5445.02,4010.74,0,0,88846.72,9732.79,97237.27,6592.64,5087.18,0,12469.03,0,0,0,0,0,26868.08,0,12213.65,0,0,23324.09,0,0,0,0,0,0,0,0
1252.0103a1.75,25292.69,192991.35,158782.11,164056,55931.33,53433.56,70854.41,160505.47,103605.56,82974.18,0,3754.84,17238.63,18317.34,13676.61,20804.16,43333.38,29935.7,17784.57,77983.15,51046.25,6842.18,4270.67,14503.57,3594.28,8492.19,3874.6,0,6025.6,4033.93,0,9632.27,0,0,0,11844.09,7574.3,5870.51,2649.75,2178.14,6236.24,2902.53,11615.87,0,0,0,0,0,0,0,0,8674.48,18359.13,0,0,2376.17,0,42908.66,8265.97,0,0,3868.03,15808.64,0,0,0,0,0,19692.86,6350.78,14988.06,8687.73,0,8937.97,11935.29,59037.9,10977.82,0,0,16300.61,14779.15,0,20082.89,9125.08,11525.29,53026.24,21673.25,48947.55
412.2479a3.5,6607.24,5769.05,10969.54,10494.51,10713.78,11190.96,9333.12,7579.78,6461.08,8709.73,9200.25,641.87,48398.16,3969.87,24721.93,76109.75,5752.43,75347.72,6288.35,69698.37,10272.24,6715.94,5994.66,12266.41,3345.74,2595.27,2802.62,448.06,0,1640.42,0,18242.02,39137.02,4994.29,7885.91,8904.86,6989.92,2285.46,3830.37,2779.93,8033.28,3558.07,0,8705.94,7626.96,6282.4,0,3701.84,6087.87,8320.38,34522.95,17638.9,0,2964.15,0,2947.82,23766.46,0,2073.77,0,0,0,9301.68,5558.93,55360.06,8242.23,3179.3,0,9098.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220.62,0,6529.84
370.2373a4.08,42105.19,0,0,11856.62,7946.93,11426.97,0,0,19227.06,18954.04,24483.8,1910.72,18478.97,10582.05,24009.53,88910.73,10494.44,14656.81,0,29235.05,13503.66,7570.53,10066.5,40627.04,25438.61,7063.59,9668.74,1658.04,0,8284.37,2178.46,25759.06,10109.18,14433.27,14901.33,25237.12,2527.21,0,0,5631.36,12190.87,32684.54,0,37137.11,106349.05,99510.45,0,44245,51573.29,56617.5,57734.73,22853.4,0,6923.51,7189.73,60035.71,37174.28,118729.1,7671.1,42193.46,0,0,0,10997.96,0,15955.12,8480.8,7228.68,45924.65,0,25783.54,0,0,12335.06,0,0,0,0,6468.6,0,40252.63,0,0,15602.73,0,6637.3,0,0
268.1633a1.96,13783.08,17351.81,26042.93,31202.57,21609.35,10405.92,28252.25,44837.65,13458.5,13133.09,10187.18,1267.92,27910.16,5348.35,24146.53,58469.68,4631.69,29657.85,7666.78,53800.12,10553.46,18388.89,6560.94,9088.81,0,1791.17,886.42,0,0,1069.94,0,8095.4,14589.22,4259.85,0,13005.67,8723.87,2541.28,4122.54,3231.24,10667.65,8377.51,5804.77,4593.06,0,2743.45,0,4076.82,0,0,17301.27,7581.84,2942.14,0,0,2499.3,13907.82,11138.99,0,4865.16,2646.52,3464.71,18350.07,7982.98,30153.51,2305.33,2587.46,0,9609.92,3546.38,2887.21,0,0,0,0,0,3230.55,0,0,0,0,0,0,0,0,0,0,22851.47
340.1516a1.8,99382.79,93081.5,65297.28,65125.75,66155.48,58976.52,58980.14,70292.33,52263.61,53315.69,40244.17,1937.63,54662.05,30099.96,32963.92,23868.33,29499.25,25278.16,0,29416.02,47101.12,23492.83,0,0,0,0,0,0,273565.77,0,0,19990.1,0,0,0,52273.91,17572.55,4449.54,13215.88,0,25813.41,36874.89,263681,0,33336.45,0,651173.75,0,0,0,14295.84,29127.19,282913.81,0,247364.47,0,32823.45,781017.66,0,0,188076.43,337014.59,0,0,0,0,0,431400.66,30011.22,392447.59,465707.53,492254.15,506097.91,387732.6,325208.66,0,437304.31,406157.56,462607.4,403259.18,381893.1,369792.37,511795.09,613757.14,565236.43,752884.64,723568.69,863392.54
536.3098a1.96,308101.5,111070.76,285968.52,156205.68,0,0,499572.02,103322.2,0,40908.71,0,4049.32,28929.38,11133.53,21372.4,140373.06,0,70660.82,0,171866.36,0,18332.06,11998.14,9459.31,12076.81,5280.71,6735.49,1580.85,0,1756.14,395.23,33685.5,28140.73,8879.8,14718.13,13969.42,10793.02,6289.63,3806.2,4777.24,7139.06,6648.55,0,8907.64,5669.57,9041.11,9662.77,4058.68,8018.29,14679.98,21810.6,8201.72,0,2258.21,0,3579.18,13261.32,21905.57,3471.24,10553.39,6094.57,0,19912.61,11595.83,23122.84,6976.72,4676.87,5015.92,11226.36,4062.75,0,0,0,0,4495.14,0,0,0,0,0,0,0,0,0,0,0,0,12520.6
326.1408a1.31,0,0,0,0,0,0,0,0,0,0,0,0,69187.01,46144.78,85236.71,50260.63,29819.94,62918.83,40639.64,27226.58,0,0,0,44691.35,0,10039.39,35194.42,0,52597.34,0,3493.92,0,127687.96,56603.95,94324.45,101963.64,50437.68,10448,32532.79,20052.19,61753.8,73526.91,69282.51,70555.19,80394.4,61408.03,77118.67,43810.79,65079.39,0,0,36458.33,0,0,0,37345.15,85158.98,0,22263.33,58961.05,47409.09,0,35389.32,48356.63,23840.29,23954.42,0,148118.97,0,58761.66,134565.35,176028.18,56765.99,126284.17,92137.37,139902.69,132782.53,46031.06,148212.96,122634.72,52495.18,130379.15,153888.91,73961.45,61175.22,96891.04,108309.55,108471.82
943.6983a3.91,63515.33,11985.53,33239.51,43637.29,19697.99,21760.5,59835.89,0,27171.38,17540.79,5925.55,801.28,7826.42,1217.87,14260.54,0,15383.87,9365.7,4617.05,28185.35,0,10299.02,0,0,3908.57,4506.73,2638.33,1556.49,11852.04,4825.46,170.91,9963.69,6083.89,10529.45,6338.04,8781.94,2341.61,2207.89,1687.54,1592.34,5964.83,5449.25,13773.35,5539.73,7410.42,0,4904.61,0,4505.5,0,4350.4,0,5340.72,0,5149.18,0,0,0,0,5126.8,2139.05,9286.11,0,0,0,0,2035.4,0,0,1757.23,0,0,0,10486.96,3458.85,0,3646.41,0,2555.97,6575,2154.39,0,6472.08,0,3910.13,2711.24,4528.77,0
248.1298a0.69,19616.06,9554.72,16064.63,15839.99,17253.48,12998.3,0,20223.44,9449.27,19249.51,11162.22,1147.59,82163.19,11422.78,60465.37,153881.38,18352.85,82068.51,13588.01,128105.41,14009.77,21253.57,8275.18,13837.92,4975.44,3563.13,2084.34,0,0,0,174.63,20818.97,15764.67,8279.92,16713.62,23268,14449.54,7630.12,9668.84,8096.19,18314.09,10624.5,0,11472.07,7317.23,5347.36,6716.38,4604.04,2947.48,3911.01,46544.94,10342.68,0,0,0,5374.76,31229.25,0,3268.47,0,0,0,29795.17,4122.6,59380.64,11886.11,3022.12,0,11071.71,8137.74,0,0,0,0,0,0,0,0,0,0,0,5490.21,0,0,2009,4392.49,0,0
1180.1171a3.25,49551.48,10021.23,9965.41,49220.58,9562.7,5637.12,14953.7,0,15581.44,6477.83,7324.69,1328.59,8848.97,5498.54,20854.94,0,14794.85,7244.15,7386.92,0,0,9089.29,7515.43,5821.68,2771.31,3404.13,2369.71,1795.21,18360.13,4302.72,205.52,7577.8,4691.6,9052.14,6417.27,9271.65,0,2925.15,533.67,694.79,5370.47,4444.59,15192.76,8066.81,15041.25,5416.82,6898.26,0,7125.73,0,5263.78,2930.34,7105.87,3389.47,2858.89,0,0,0,1063.9,3752.34,2183.39,9698.12,2570.54,0,0,7240.16,4369.01,0,0,0,0,0,0,6591.37,0,0,0,0,0,0,0,0,2638.39,0,4023.81,2812.54,3494.18,0
173.9953a0.44,3145.86,1390.19,10797.08,5256.92,16868.57,5077.63,29207.87,7977.31,5552.83,10690.25,4778.49,3647.54,23894.93,0,7772.6,18508.2,6710.17,5551.51,26842.78,24168.4,17593.39,2484.92,11963.53,5083.17,1633.76,7013.96,0,0,0,0,0,0,1498.4,0,0,0,18208.88,13888.54,18675.93,6373.68,17292.88,1595.31,1479.8,0,0,1209.14,3539.29,0,0,0,1583.49,1595.62,1681.42,0,1601.92,0,2526.88,13514.51,1788.17,0,1378.44,1768.9,41307.53,9586.47,26910.83,30805.17,1804.93,1660.8,7149.58,0,0,0,0,0,0,33850.44,1983,1824.1,0,0,0,0,2971.71,1825.48,4206.67,16074.3,5675.46,27880.02
568.0544a3.84,8725.29,0,23033.85,11304.58,15417.37,19961.95,20570.62,10561.07,12299.43,13495.61,0,0,7421.67,2109.3,6187,20214.02,3899.88,5358.33,0,14076.68,0,2485.45,2874.17,8266.32,4521.81,1296.17,1939.64,368.45,0,708.28,171.99,6800.59,2350.91,6382.65,10046.29,10841.65,3581.51,1443.91,1669.2,1879.03,2993.02,7625.35,0,3861.38,4820.79,4166.57,0,3670.76,4734.8,8655.02,9948.32,5836.35,0,1789.36,2868.71,2228.74,8096.56,13172.18,2953.77,4488.21,0,0,10175.56,4021.4,6702.5,6279.54,4121.19,4769.02,5830.13,0,0,0,0,0,3784.98,0,0,0,0,0,0,0,0,0,0,0,0,12966.59
150.0734a1.07,18339.88,11741.51,27700.02,11510.47,0,46487.49,54941.42,38162.07,0,61306.6,66541.71,2398.49,85439.14,0,34435.43,65846.29,0,131903.18,0,284928.1,0,19185.6,23089.6,0,0,0,0,1802.24,28447.06,1241.19,1094.15,15440.88,53814.22,30056.98,49033.18,63594.01,10812.2,25734.48,9028.14,12555.09,32090.45,41564.21,12221.48,0,86589.47,60641.18,0,50017.58,64104.2,25246.82,52836.36,11138.33,2941.46,4415.96,11448.41,37271.43,19052.11,57291.42,10166.06,11586.08,0,15205.47,199668.45,0,139669,88340.76,0,0,0,0,7146.11,0,0,0,0,0,0,4756.11,13036.42,15228.96,14791.1,0,0,6484.61,0,0,16276.52,14896.93
710.4349a2.7,9199.52,8918.9,20053.89,21531.61,17095.71,13551.93,24223.61,30137.07,14993.81,14442.51,5847.46,383.87,0,0,0,25148.16,2904.37,5368.12,4352.97,26026.98,3613.78,2451.4,1824.04,3908.09,1607.98,0,1136.62,287.94,2086.25,0,0,2778.4,6873.46,2775.57,4813.45,4402.48,1669.72,458.24,695.72,729.79,0,2413.07,0,3545.13,1897.46,1619.03,4314.86,1263,1584.29,3753.53,2319.81,2121.74,1570.12,719.49,3133.56,776.76,3195.22,11741.69,893.78,2797.41,2055.48,0,2828.14,1788.8,0,2085.38,0,2709.52,3555.96,0,0,0,0,0,1665.95,0,0,0,0,0,0,0,0,0,0,0,0,6612.77
629.4297a3.34,11040.08,0,38744.73,0,0,0,0,0,0,0,46659.22,0,28451.09,0,0,0,0,21752.89,0,0,21252.41,13528.52,5679.75,24986.06,7457.08,2187.99,1565.85,0,19189.22,1706.99,0,18370.37,0,7278.97,24462.37,20638.76,0,3915.24,1895.36,1500.95,0,0,22077.27,0,0,6495.45,38366.82,2356.46,0,4736.33,14527.27,17288.55,15645.71,1321.52,29813.76,1982.64,24361.1,19620.31,2720.81,5975.31,9840.83,23238.19,0,0,14139.53,6821.61,1887.62,16193.57,5938.43,3643.01,5746.15,5774.79,3516.46,4216.57,3868.02,5814.05,0,3493.92,6062,4766.53,4319.23,3338.41,4461.77,4231.44,4805.07,0,2533.45,2430.92
472.3433a5.04,11253.25,2002.46,9601.34,6154.65,7512.16,7333.99,10279.13,8390.9,7159.91,10925.97,26918.63,406.09,21490.63,6089.36,5776,29256.63,4334.86,12495.26,5951.4,14803.75,8758.77,0,4006.72,13312.44,2758.28,1387.89,3451.06,605.42,0,1094.08,67.17,4138.51,15686.57,4583.04,9013.89,7308.41,10043.95,1208.96,6194.21,4790.63,11378.79,4417.79,0,11860.12,14101.61,7955.32,0,4011.12,9654.84,10664.78,13673.26,15840.05,1301.23,4056.5,0,4506.91,18789.14,0,2209.37,2887.58,0,0,7605.03,5541.84,17701.51,9399.41,2688.47,0,11536.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524.3293a4.24,0,0,2220.14,4035.52,0,0,5984.78,0,0,5885.06,9201.05,0,11357.18,3133.16,9647.92,16664.52,3847.54,15050.4,9979.48,12971.68,14988.74,8101.92,3560.3,33987.81,1362.92,943.13,4797.53,424.91,0,1417.53,398.13,24184.82,8456.22,1377.9,2941.74,14886.15,5759.72,854.61,3635.32,1984.78,6277.31,2554.83,0,6183.43,13593.5,10452.7,11257.22,6173.83,12925.47,7758.65,12643.78,11752.73,0,4616.87,0,5827.32,23710.95,0,2116.03,6675.69,1510.24,0,3966.32,4414.19,10743.77,3810.48,2726.81,9310.84,6667.87,0,0,0,0,0,4365.01,0,0,0,0,10160,0,0,0,0,2449.21,0,2020.66,0
724.4595a2.91,5872.42,17484.98,30096.31,35398.12,17887.72,21233.24,32945.61,55047.03,19227.84,21873.43,0,1129.8,3616.65,1144.91,6890.41,38113.29,9496.61,32646.99,71253.38,60969.85,19524.26,11439.07,28969.12,14329.44,4708.65,3800.49,2415.09,2130.61,5693.66,0,317.87,11092.79,4967.1,4201.14,29057.45,8989.58,6042.54,4487.99,2640.92,1702.09,6670.33,7147.53,0,24034.41,8802.48,0,0,0,1685.53,6346.15,2742.48,3644.38,0,0,2947.68,0,0,19458.48,0,1804.63,2461.85,0,4702.16,2252.62,4127.01,3666.86,0,5213.05,1822.17,0,0,0,0,0,2601.38,0,0,0,0,8411.64,0,0,0,0,2178.8,0,0,6884
314.2115a2.89,0,0,0,0,11503.53,0,0,8308.36,8380.51,0,114734.04,3433.58,197764,42751.04,160021.46,180205.69,43685.2,292677.89,55523,118132.05,86047.17,61221.05,18941,61198.06,20962.85,10931.67,50216.36,7676.51,0,14493.69,1617.47,595073.42,223631.72,37730.35,76547.23,85838.03,68785.16,9099.8,22855.25,26170.84,85120.23,34155.73,0,85569.49,192982.21,194826.92,0,70590,356107.49,101598.46,180041.49,192773.21,0,38726.36,0,75140.49,371334.68,0,12337.82,82069.65,0,0,29667.75,9988.6,99745.74,30707.09,15454.15,0,53927.54,0,21528.55,0,17205.64,0,0,0,0,0,19463.97,0,8788.76,14144.12,0,0,0,23266.1,30571.89,0
608.409a3.96,15980.02,12593.74,33074.43,20978.68,24636.88,23025.94,30066.83,22068.06,20502.08,25489.43,0,566.51,0,0,0,31385.8,0,0,0,22918.07,0,0,5555.48,15576.77,7309.64,2191.53,5024.95,1048.36,10127.08,0,479.51,0,0,10523.63,21191.35,18241.63,0,2469.45,0,0,0,0,4860.83,0,0,10282.02,0,9216.43,0,17538.1,0,0,8642.97,0,15153.59,0,0,55498.89,5449.51,15997.72,9585.51,9672.44,13137.82,6749.06,6758.67,13349.82,6787.48,15291.71,17582.39,12024.73,4349.11,5730.64,3519.7,2648.12,9737.67,5836.59,7794.18,4066.58,4840.21,0,0,4490.54,6544.29,4999.99,8993.35,9031.04,5186.29,37707.78
820.4622a3.32,7730.36,4791.77,9865.91,4562.83,1663.83,0,0,0,0,6270.89,6355.2,0,12356.96,0,8141.82,13612.37,0,11942.11,8321.19,0,0,3765.88,4009.86,6576.87,0,3193.35,3083.8,1056.79,5765.84,2197.47,0,0,12720.09,2983.38,9684.33,4932.34,4082.46,0,964.93,4354.66,2191.14,0,4735.37,0,0,0,0,3076.59,2980.04,8165.79,9805.42,5960.72,0,3103.52,2498.84,1642.92,7593.82,23061.17,0,7149.02,3954.8,5857.34,8288.96,2186.4,10513.82,4399.33,0,0,8122.78,9218.58,4586.58,0,0,0,6517.45,3236.41,7021.6,5250.7,5045.96,35630.67,10554.48,0,16490.04,0,15654.07,0,7150.69,10133.27
559.0451a3.4,8124.76,10330.21,7982.57,0,0,2302.38,0,0,6147.15,8100.21,0,0,6094.97,2274.89,5680.77,0,0,10960.05,0,5415.34,0,2869.66,5505.46,3524.62,3538.37,1733.86,1483.29,717.72,4629.11,0,101.45,6535.78,8656.58,3461.47,13219.28,5006.29,2660.64,844.93,1341.72,1247.43,1689.93,3837.36,3134.11,6045.64,8862.81,2507.35,19078.29,3489.11,3093.05,7466.74,3645.35,2958.98,0,1368.5,4726.41,1336.44,2964.55,13300.81,1607.69,2173.3,2413.86,2536.81,6856.21,2882,1636.61,3007.02,2675.46,4428.97,2909.09,3527.58,0,0,0,0,3596.62,0,0,0,0,0,0,0,0,0,0,0,0,9467.67
738.4195a4.46,29691.26,0,63328.82,22162.32,46137.42,51130.34,45355.88,21543.51,31698.04,22795.92,75851.35,1966.2,151484.95,25030.2,48519,85482.93,19716.08,221271.16,57580.9,169640.36,75332.25,18737.48,35108.81,75455.25,23855.25,8621.24,20525.35,5148.51,0,3676.93,990.67,79918.15,731667.87,48213,88962.86,136527.74,58903.74,16090.79,32533.74,24226.24,67118.63,39601.45,0,76691.31,59364.95,50348.27,0,25762.3,34434.55,55711.04,102841.97,147529.76,0,25265.46,0,23056.26,197353.34,0,10566.98,17491.62,0,0,97610.37,30949.27,129724.81,58938.98,20196.83,0,41332.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724.4062a4.33,25858.48,0,52383.6,18306.61,41052.09,42163.93,40634.57,17980.82,27635.17,16589.52,61510.34,1400.66,88493.03,18552.81,43875.83,55072.69,17311.29,137944.87,45249.73,105840.83,58297.32,18114.16,24366.87,54819.4,18476.29,7067.43,19104.53,3766.11,0,2831.39,834.55,62647.96,468264.12,46064.33,75952.04,107677.07,36431.55,8622.57,19857.37,14305.36,40379.31,32953.6,0,58828.71,48549.39,40122.63,0,21339.28,27364.91,48143,64310.38,93302.28,0,18670.86,0,19971.98,126898.83,0,9044.59,17813.58,0,0,72835.93,25019.71,59960.12,41301.85,14732.85,0,30554.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
